,cuisine,id,ingredient_list
595,indian,38082,"grated coconut, jaggery, extract"
596,indian,11010,"red chili peppers, peanut oil, onions, salt, carrots, shredded coconut, cumin seed, cabbage, curry leaves, green chilies, mustard seeds"
597,indian,16255,"chile pepper, ginger paste, fresh tomatoes, salt, black peppercorns, vegetable oil, water, chicken"
598,indian,24088,"fenugreek leaves, kidney beans, black gram, cumin seed, onions, tomatoes, water, ginger, green chilies, almond milk, asafoetida, vegan butter, cashew milk, garlic cloves, red chili powder, garam masala, salt, oil, ground turmeric"
599,indian,11166,"garam masala, plain low-fat yogurt, salt, finely chopped onion, pitas, plum tomatoes"
600,indian,44550,"baby lima beans, boneless skinless chicken breasts, salt, coconut milk, curry powder, fat free reduced sodium chicken broth, yellow onion, potatoes, diced tomatoes, baby carrots, pepper, parsley, hot sauce, cumin"
601,indian,35154,"garam masala, salt, ground turmeric, chickpea flour, cauliflower florets, oil, chili powder, ground coriander, water, garlic, onions"
602,indian,7601,"salt, onions, potatoes, green chilies, cilantro leaves, teas, oil"
603,indian,18990,"olive oil, light coconut milk, cumin, fresh leav spinach, coarse salt, garlic cloves, fresh tomatoes, garam masala, yellow onion, water, ginger, paneer cheese"
604,indian,35862,"olive oil, onions, kosher salt, dry red wine, tomato juice, boneless skinless chicken breast halves, curry powder, chutney"
605,indian,8512,"garlic, chillies, chicken, garam masala, cilantro leaves, coriander, tumeric, salt, onions, ginger, oil, plum tomatoes"
606,indian,22155,"tomatoes, chana dal, salt, garlic cloves, coriander powder, ginger, green chilies, ground turmeric, garam masala, chili powder, cilantro leaves, ghee, finely chopped onion, urad dal, cumin seed"
607,indian,13828,"salt, fresh mint, black pepper, green chilies, sugar, greek style plain yogurt, ground cumin, purple onion, english cucumber"
608,indian,47905,"garam masala, garlic, corn starch, chopped cilantro fresh, cold water, ground red pepper, black mustard seeds, medium shrimp, tomato paste, vegetable oil, fresh lemon juice, white sugar, jalapeno chilies, salt, coconut milk, ground cumin"
609,indian,44446,"water, salt, chiles, Turkish bay leaves, green beans, coconut, black mustard seeds, black pepper, vegetable oil"
610,indian,28926,"food colouring, ground cardamom, water, cashew nuts, sugar, ghee, maida flour"
611,indian,20833,"pepper, ginger, green chilies, tumeric, finely chopped onion, salt, coconut milk, tomatoes, roasted sesame seeds, garlic, roasted peanuts, grated coconut, chili powder, broccoli, ghee"
612,indian,21547,"cooked rice, red chili peppers, cayenne, cilantro, garlic cloves, tumeric, fresh ginger, butternut squash, tamarind paste, fennel seeds, chiles, coriander seeds, shallots, cumin seed, long pepper, water, cooking oil, salt, coconut milk"
613,indian,32099,"tomatoes, purple onion, eggplant, cumin seed, garlic paste, green chilies, cilantro, oil"
614,indian,48133,"russet potatoes, carrots, curry powder, cayenne pepper, onions, diced tomatoes, low salt chicken broth, olive oil, lentils"
615,indian,35371,"hungarian sweet paprika, fat free less sodium chicken broth, cooking spray, salt, cinnamon sticks, white vinegar, tomato purée, finely chopped onion, boneless skinless chicken breasts, garlic cloves, chopped cilantro fresh, tomato paste, garam masala, peeled fresh ginger, ground coriander, cashew nuts, green cardamom pods, boneless chicken skinless thigh, half & half, ground red pepper, greek yogurt"
616,indian,32863,"chili powder, cilantro leaves, salt, garam masala, rice"
617,indian,15373,"fresh ginger, salt, chillies, black peppercorns, vinegar, garlic cloves, onions, clove, coriander seeds, cumin seed, pork shoulder, sugar, potatoes, mustard seeds, ground turmeric"
618,indian,43752,"fresh curry leaves, chile pepper, chopped cilantro fresh, tomatoes, fresh ginger root, cumin seed, olive oil, garlic, salmon, brown mustard seeds, onions"
619,indian,15403,"butternut squash, freshly ground pepper, canola oil, boneless chicken skinless thigh, purple onion, Madras curry powder, brussels sprouts, large garlic cloves, greek yogurt, fresh ginger, salt, naan"
620,indian,25740,"clove, pistachios, chopped onion, fat free less sodium chicken broth, vegetable oil, brown basmati rice, tomato paste, golden raisins, cinnamon sticks, water, salt"
621,indian,5412,"tomatoes, mint leaves, anise, salt, coriander, saffron, clove, milk, shallots, garlic, cardamom, basmati rice, nutmeg, almonds, vegetable oil, purple onion, ghee, nuts, tumeric, yoghurt, ginger, green chilies, cashew nuts, chicken"
622,indian,10913,"garam masala, garlic, ground turmeric, water, cooking oil, onions, tomatoes, split black lentils, salt, fresh ginger root, chile pepper, chopped cilantro fresh"
623,indian,13892,"slivered almonds, ground black pepper, apple juice, curry powder, raisins, boneless skinless chicken breast halves, kosher salt, low sodium chicken broth, garlic cloves, olive oil, heavy cream"
624,indian,22325,"fenugreek leaves, almonds, chicken breasts, oil, cream, mint leaves, lemon, ground turmeric, garlic paste, garam masala, butter, cashew nuts, fresh coriander, yoghurt, salt"
625,indian,27361,"garlic paste, masoor dal, green chilies, ground turmeric, curry leaves, water, purple onion, oil, ground cumin, moong dal, garlic, cumin seed, ginger paste, tomatoes, coriander powder, cilantro leaves, lemon juice"
626,indian,3051,"jalapeno chilies, heavy cream, frozen peas, fresh ginger, shallots, smoked paprika, boneless skinless chicken breasts, garlic, basmati rice, garam masala, vegetable oil, roasted tomatoes"
627,indian,17285,"garlic paste, coriander seeds, cilantro leaves, oil, cashew nuts, curry leaves, water, capsicum, brown cardamom, cinnamon sticks, shahi jeera, clove, chicken bones, mint leaves, green cardamom, lemon juice, peppercorns, nutmeg, mace, salt, green chilies, onions, cumin"
628,indian,49646,"cauliflower, fresh ginger, coarse salt, salt, carrots, toasted cashews, sweet potatoes, raw cashews, chickpeas, onions, neutral oil, coriander seeds, raisins, broccoli, coconut milk, fresh cilantro, seeds, garlic, cumin seed, naan"
629,indian,28197,"green chile, fresh ginger, garlic, green beans, olive oil, cilantro, corn starch, onions, tumeric, garam masala, paneer, white mushrooms, plain yogurt, chili powder, salt, fresh mint"
630,indian,10120,"fresh coriander, salt, onions, beans, garam masala, garlic cloves, red chili powder, olive oil, green chilies, ground cumin, rolled oats, yellow bell pepper, fresh mint"
631,indian,2367,"black pepper, crushed tomatoes, yoghurt, salt, canola oil, water, fresh ginger, garlic, ground cardamom, pepper, honey, cinnamon, ground coriander, boneless chicken skinless thigh, curry powder, garam masala, purple onion, onions"
632,indian,1478,"nutmeg, amchur, vegan butter, garlic cloves, ground fennel, tomato sauce, coriander powder, chickpeas, onions, ground cinnamon, ground black pepper, salt, ground cardamom, ground ginger, water, habanero powder, brown lentils, soy yogurt"
633,indian,23559,"tumeric, cooking oil, butter, cinnamon sticks, water, unsalted cashews, salt, chopped cilantro, yellow mustard seeds, bay leaves, garlic, shark steak, clove, ground black pepper, lemon wedge, lemon juice, basmati rice"
634,indian,45507,"urad dal, oil, rice, salt, onions, ginger, green chilies"
635,indian,33006,"butter, curds, garlic paste, salt, maida flour, baking powder, cilantro leaves"
636,indian,32443,"coconut oil, cilantro, cardamom, cumin, lime, garlic, coconut milk, fresh ginger, salt, onions, tomato paste, boneless skinless chicken breasts, cayenne pepper, coriander"
637,indian,13654,"eggs, mint leaves, salt, lemon juice, bread flour, plain yogurt, butter, greek style plain yogurt, wheat flour, warm water, sliced cucumber, cilantro leaves, red bell pepper, cumin, active dry yeast, purple onion, sauce, white sugar"
638,indian,32027,"chili powder, mustard seeds, salmon, vegetable oil, ground turmeric, chile pepper, onions, water, salt"
639,indian,16,"curry powder, fat free reduced sodium chicken broth, garlic cloves, fresh ginger, green peas, onions, fresh cilantro, diced tomatoes, cooked shrimp, red potato, vegetable oil, salt"
640,indian,31203,"chicken broth, fresh cilantro, light coconut milk, onions, ground cloves, vegetable oil, rotisserie chicken, ground ginger, curry powder, diced tomatoes, garlic cloves, ground cinnamon, mango chutney, cayenne pepper, basmati rice"
641,indian,9887,"english cucumber, plain whole-milk yogurt, urad dal, onions, vegetable oil, black mustard seeds, plum tomatoes, cumin seed, chopped cilantro fresh"
642,indian,20908,"garam masala, half & half, salt, ground black pepper, chicken breasts, nonfat greek yogurt, crushed garlic, fresh ginger, lemon zest, extra-virgin olive oil"
643,indian,29098,"tumeric, potatoes, mustard oil, eggplant, salt, chillies, fresh coriander, ginger, mustard seeds, tomatoes, garam masala, cumin seed, onions"
644,indian,41521,"mace, spring onions, green chilies, cabbage, beans, bell pepper, garlic, carrots, olive oil, mushrooms, salt, celery, soy sauce, vinegar, star anise, long-grain rice"
645,indian,34193,"garlic paste, curry, mustard seeds, vegetable oil, salt, ginger paste, potatoes, purple onion, ground turmeric, tomatoes, peas, green chilies"
646,indian,37759,"nonfat yogurt, fresh pineapple, purple onion, raita, chicken breasts, masala, red bell pepper"
647,indian,14796,"spinach, chili powder, ground cumin, red lentils, black pepper, ground coriander, tumeric, vegetable stock, ground ginger, fresh coriander, coconut milk"
648,indian,36818,plain low-fat yogurt
649,indian,1583,"water, cumin seed, ginger paste, garlic paste, mustard greens, ghee, fresh spinach, salt, white sugar, tomatoes, finely chopped onion, dried red chile peppers"
650,indian,46663,"whitefish fillets, brown lentils, tomato purée, mango chutney, lime, onions, medium curry powder, vegetable oil"
651,indian,1442,"tumeric, wheat, salt, haricots verts, fresh coriander, ginger, lemon juice, daal, chili powder, green chilies, tomatoes, cooking oil, peas, carrots"
652,indian,40908,"cauliflower, yellow mustard seeds, olive oil, sunflower oil, cumin seed, nigella seeds, canola oil, curry leaves, white onion, green onions, purple onion, fresh lemon juice, chopped fresh mint, tumeric, curry powder, yukon gold potatoes, firm tofu, greek yogurt, grated lemon peel, fennel seeds, baby spinach leaves, bay leaves, vegetable broth, black mustard seeds, fresh parsley"
653,indian,16444,"olive oil, cilantro leaves, lemon juice, whole milk yoghurt, ground coriander, ground cumin, fresh ginger, cardamom pods, chicken, black peppercorns, sea salt, garlic cloves"
654,indian,7668,"coconut oil, coriander powder, ginger, onions, coconut, vinegar, salt, masala, pepper, beef, garlic, ground turmeric, curry leaves, garam masala, chili powder, mustard seeds"
655,indian,40337,"golden brown sugar, vanilla extract, bittersweet chocolate chips, whipping cream, cinnamon sticks, whole allspice, ground black pepper, cardamom pods, fresh ginger, 1% low-fat milk"
656,indian,14648,"tumeric, green mango, green chilies, curry leaves, water, garlic, mustard seeds, coconut oil, coconut, salt, onions, red chili peppers, seeds, cumin seed"
657,indian,32138,"self rising flour, vegetable oil, cumin, tumeric, green onions, salt, flour, garlic, water, baking powder, onions"
658,indian,38436,"coriander seeds, salt, cucumber, ground turmeric, lime, ginger, cumin seed, fillets, fresh coriander, goat, cardamom pods, fresh mint, olive oil, purple onion, garlic cloves, chillies"
659,indian,16955,"butter, salt, ground turmeric, green bell pepper, garlic, cumin seed, tomatoes, kasuri methi, green chilies, masala, coriander powder, paneer, onions"
660,indian,26691,"tomatoes, garam masala, seeds, salt, white sesame seeds, amchur, finely chopped onion, ginger, green chilies, cumin, curry leaves, peanuts, dry coconut, kasuri methi, oil, red chili powder, coriander powder, capsicum, green cardamom, onions"
661,indian,45512,"red chili powder, garam masala, green peas, oil, water, florets, green chilies, ginger paste, tomatoes, amchur, cilantro, cumin seed, garlic paste, coriander powder, salt, ground turmeric"
662,indian,39967,"garam masala, cayenne pepper, minced ginger, vegetable oil, onions, boneless skinless chicken breasts, cumin seed, chopped tomatoes, garlic, ground turmeric"
663,indian,16386,"butter, plain yogurt, salt, baking powder, soft fresh goat cheese, maui onion, all purpose unbleached flour"
664,indian,13002,"olive oil, chickpeas, ground cloves, sea salt, ground ginger, cinnamon, allspice, curry powder, cayenne pepper"
665,indian,12907,"red chili powder, honey, finely chopped onion, heavy cream, cashew nuts, water, unsalted butter, marinade, salt, garlic paste, garam masala, yoghurt, paneer, ground turmeric, tomatoes, lime juice, coriander powder, spices, oil"
666,indian,19501,"green chilies, teas, onions, water, oil, salt, chicken"
667,indian,32742,"water, unbleached flour, slivered almonds, baking soda, ground cardamom, evaporated milk, oil, sugar, pistachios, nonfat milk powder"
668,indian,1248,"garam masala, boneless chicken, garlic, egg whites, grating cheese, lemon juice, cream, yoghurt, cracked black pepper, cumin, chili paste, butter, salt"
669,indian,35330,"vegetable oil, ground cumin, sweet onion, salt, frozen okra, mustard seeds, crushed red pepper"
670,indian,14151,"pepper, chopped cilantro fresh, cucumber, salt, ground cumin, plain yogurt, fresh mint"
671,indian,17527,"water, salt, tamarind juice, onions, fresh cilantro, fresh mint, chile pepper"
672,indian,16297,"lean minced beef, garam masala, ginger, cilantro leaves, chicken stock, crushed tomatoes, yoghurt, purple onion, cumin seed, clove, black pepper, coriander powder, persimmon, green chilies, nutmeg, mace, grapeseed oil, salt, ground turmeric"
673,indian,49291,"water, frozen peas, cumin seed, coarse salt, chicken broth, onions"
674,indian,41497,"sugar, cooking spray, long-grain rice, finely chopped onion, light coconut milk, curry powder, green peas, large shrimp, ground ginger, jalapeno chilies, salt"
675,indian,31429,"chicken stock, curry powder, chicken drumsticks, runny honey, yellow peppers, red chili peppers, yoghurt, ground tumeric, fat, tomato purée, olive oil, ginger, chickpeas, basmati rice, fresh coriander, lemon, garlic, onions"
676,indian,28736,"fresh ginger, salt, ground cumin, plain yogurt, mint leaves, fresh lemon juice, ground black pepper, garlic cloves, pepper, green onions, chopped cilantro fresh"
677,indian,22045,"tumeric, peeled fresh ginger, salt, onions, cauliflower, jalapeno chilies, florets, garlic cloves, cayenne, vegetable oil, cumin seed, water, yukon gold potatoes, ground coriander, ground cumin"
678,indian,20408,"fresh cilantro, potatoes, vegetable oil, salt, corn starch, ground cumin, tumeric, chopped tomatoes, butternut squash, paprika, ground coriander, bay leaf, water, unsalted butter, chili powder, cauliflower florets, garlic cloves, onions, fresh ginger, fenugreek, cinnamon, chickpeas, red bell pepper"
679,indian,33795,"eggplant, onions, reduced fat coconut milk, baby spinach, yellow peppers, red lentils, mango chutney, frozen peas, low sodium vegetable stock, curry paste, brown basmati rice"
680,indian,20642,"chiles, green chilies, onions, crushed red pepper flakes, mustard seeds, canola oil, semolina, cumin seed, boiling water, curry leaves, salt, cinnamon sticks"
681,indian,13181,"chickpea flour, ground cardamom, water, sugar, ghee, milk"
682,indian,12092,"powdered sugar, ghee, cardamom, all-purpose flour, gram flour"
683,indian,7947,"tumeric, garam masala, salt, coconut milk, saffron, roasted cashews, steamed rice, Thai red curry paste, hot curry powder, paneer cheese, tomato paste, sweet onion, broccoli florets, cayenne pepper, chopped cilantro, coconut oil, fresh ginger, garlic, greek yogurt, naan"
684,indian,36244,"tumeric, chili powder, salt, onions, garam masala, peas, oil, fresh coriander, ginger, green chilies, plum tomatoes, fenugreek, paneer, garlic cloves"
685,indian,37300,"clove, apple cider vinegar, pears, peeled fresh ginger, chopped onion, golden raisins, fresh lemon juice, golden brown sugar, vegetable oil"
686,indian,6544,"korma paste, boneless skinless chicken breasts, greek yogurt, chicken stock, ground almonds, coriander, golden caster sugar, ginger, onions, sultana, garlic cloves"
687,indian,10910,"kosher salt, diced tomatoes, ground cumin, garam masala, ground coriander, fresh cilantro, dried chickpeas, baby spinach leaves, ground black pepper, ground turmeric"
688,indian,15468,"paprika, ground turmeric, ground cumin, red chili powder, garlic, canola oil, ginger, masala, plain yogurt, salt, chicken"
689,indian,12823,"kosher salt, jalapeno chilies, paneer, fenugreek leaves, unsalted butter, heavy cream, onions, honey, cinnamon, cilantro leaves, spinach, whole peeled tomatoes, ginger"
690,indian,42901,"lime, large garlic cloves, onions, reduced sodium chicken broth, zucchini, salt, chopped cilantro fresh, black pepper, unsalted butter, heavy cream, boneless skinless chicken breast halves, curry powder, vegetable oil, couscous"
691,indian,27077,"clove, cinnamon, ground coriander, ground cumin, fresh ginger root, salt, chopped cilantro fresh, garbanzo beans, garlic, onions, vegetable oil, cayenne pepper, ground turmeric"
692,indian,20136,"unsweetened shredded dried coconut, green bell pepper, slice, cumin seed, coriander seeds, yellow lentils, asafoetida powder, water, vegetable oil, mustard seeds, tomatoes, tamarind pulp, yellow split peas, dried red chile peppers"
693,indian,28759,"brown sugar, water, vegetable oil, garlic, black mustard seeds, ground cloves, garam masala, sea salt, yellow onion, chuck, tumeric, fresh ginger, cinnamon, greek style plain yogurt, basmati rice, cider vinegar, ground black pepper, paprika, cayenne pepper, ground cumin"
694,indian,5421,"tomato paste, diced tomatoes, yellow onion, garam masala, cilantro, chicken thighs, olive oil, paprika, coconut milk, coarse salt, garlic"
695,indian,18265,"water, saffron threads, basmati rice, salt, clove"
696,indian,11685,"tamarind pulp, green chilies, yoghurt, mint leaves, cumin seed, salt"
697,indian,31471,"tumeric, chili pepper, chicken breasts, garlic, basmati rice, plain yogurt, fresh ginger, heavy cream, onions, kosher salt, garam masala, diced tomatoes, frozen peas, sugar, fresh cilantro, butter, ground coriander, cumin"
698,indian,1918,"roast turkey, vegetable oil, carrots, water, gingerroot, boiling potatoes, fresh coriander, chopped onion, fresh lime juice, unsweetened coconut milk, curry powder, garlic cloves, ground cumin"
699,indian,11824,"garbanzo beans, apple juice, vegetable oil, curry paste, frozen pastry puff sheets, chopped onion, all-purpose flour"
700,indian,46260,"mint leaves, water, salt, lime juice, white sugar, chile pepper"
701,indian,34593,"cherry tomatoes, garam masala, salt, ghee, chicken, red chili peppers, coriander seeds, garlic, cumin seed, methi, tomatoes, sun-dried tomatoes, coriander powder, cilantro leaves, mixed bell peppers, ground cumin, pepper, ginger piece, purple onion, lemon juice, ground turmeric"
702,indian,47153,"curry leaves, chana dal, cumin seed, red chili peppers, salt, oil, asafoetida, ginger, urad dal split, grated coconut, green chilies, mustard seeds"
703,indian,37066,"tomatoes, cilantro, garlic cloves, onions, hard-boiled egg, salt, greek yogurt, ground turmeric, garam masala, ginger, black mustard seeds, coriander, chili powder, cumin seed, ghee, asafetida"
704,indian,10070,"jalapeno chilies, dark brown sugar, red bell pepper, tumeric, vegetable oil, garlic cloves, mango, fresh ginger, salt, cinnamon sticks, ground cumin, white vinegar, golden raisins, ground coriander, onions"
705,indian,20369,"ground cinnamon, fresh ginger, lemon, ground coriander, cooking fat, water, ground black pepper, crushed red pepper flakes, carrots, frozen peas, cauliflower, curry powder, boneless skinless chicken breasts, raw cashews, red bell pepper, ground cumin, red potato, full fat coconut milk, sea salt, garlic cloves, onions"
706,indian,33567,"curry powder, cooking spray, orange juice, dijon mustard, crushed red pepper, large shrimp, reduced fat creamy peanut butter, vegetable oil, chile sauce, orange marmalade, salt"
707,indian,14440,"salted butter, garlic, coconut milk, bread crumbs, cinnamon, ground coriander, ground lamb, ground black pepper, salt, ground beef, fresh ginger, ground tumeric, cardamom, ground cumin"
708,indian,26143,"finely chopped onion, russet potatoes, red bell pepper, serrano chile, bread crumb fresh, vegetable oil, carrots, chaat masala, large eggs, paprika, chutney, peeled fresh ginger, salt, chopped cilantro fresh"
709,indian,24599,"tomatoes, garam masala, ground tumeric, cashew nuts, fresh coriander, chili powder, ghee, ground cumin, garlic paste, coriander powder, salt, ginger paste, eggplant, raisins, onions"
710,indian,41494,"figs, red wine vinegar, crystallized ginger, mustard seeds, clove, balsamic vinegar, honey, raisins"
711,indian,4587,"tomatoes, salt, peeled fresh ginger, ground turmeric, vegetable oil, ground cumin, sugar, garlic cloves"
712,indian,43180,"garlic, green chilies, ghee, masoor dal, yellow onion, cumin seed, tumeric, salt, ground coriander, ground cumin, ginger, cayenne pepper, black mustard seeds"
713,indian,47341,"curry leaves, salt, mustard seeds, asafoetida, curds, split black lentils, oil, cooked rice, green chilies, coriander"
714,indian,4952,"unsalted butter, nigella seeds, whole wheat flour, coarse salt"
715,indian,39769,"semolina flour, vegetable oil, black mustard seeds, kosher salt, urad dal, onions, sugar, green peas, carrots, chile powder, water, curry, greens"
716,indian,36341,"salmon fillets, shallots, cumin seed, fresh cilantro, salt, curry powder, vegetable oil, serrano chile, fresh ginger, sauce"
717,indian,36956,"spinach, potatoes, coconut milk, pepper, salt, ground cumin, tumeric, cannellini beans, apple puree, chili flakes, chopped tomatoes, carrots"
718,indian,41652,"garlic paste, butter, lemon juice, tomatoes, chili powder, rice, garam masala, cilantro leaves, broad beans, salt, onions"
719,indian,48809,"milk, ghee, chopped nuts, khoa, raisins, sugar, carrots"
720,indian,32090,"sea salt, chickpeas, tamari soy sauce, olive oil"
721,indian,37711,"reduced fat coconut milk, mint leaves, yellow curry paste, naan, lime, sunflower oil, mustard seeds, lemongrass, vegetable stock, cardamom pods, pumpkin, chickpeas, onions"
722,indian,34510,"curry powder, garlic, corn starch, long grain white rice, chicken broth, cayenne, chopped onion, chutney, bananas, salt, cucumber, ground cumin, dried currants, nonfat yogurt, lamb, salad oil"
723,indian,14943,"golden brown sugar, dried apricot, purple onion, fresh lime juice, jalapeno chilies, crushed red pepper, leg of lamb, light molasses, fresh orange juice, fresh lemon juice, coriander seeds, lamb shoulder chops, tamarind paste, chopped cilantro fresh"
724,indian,17774,"scallops, heavy cream, cumin seed, garam masala, salt, ground turmeric, fresh ginger, purple onion, garlic cloves, fresh leav spinach, ground black pepper, cayenne pepper, canola oil"
725,indian,30455,"black pepper, capsicum, chopped celery, green chilies, tomato sauce, light soy sauce, ginger, rice vinegar, corn starch, cauliflower, water, chili powder, salt, oil, soy sauce, spring onions, garlic, all-purpose flour"
726,indian,32349,"bread, peeled fresh ginger, orange juice, sliced green onions, curry powder, cashew chop unsalt, fresh parsley, dried apricot, watercress, grated orange, seedless green grape, boneless skinless chicken breasts, reduced fat mayonnaise"
727,indian,46052,"kidney beans, green chilies, garlic, coriander, garam masala, onions, tomatoes, salt"
728,indian,35477,"water, chicken breasts, ground tumeric, cinnamon sticks, spinach, potatoes, butter, salt, coriander, chiles, yoghurt, ginger, cardamom pods, cherry tomatoes, vegetable oil, garlic, onions"
729,indian,8698,"red chili powder, water, pandanus leaf, fenugreek seeds, coconut milk, tomato sauce, fresh ginger, curry, green chilies, chicken, tumeric, curry powder, garlic, green cardamom, onions, clove, pepper, lemon grass, salt, cinnamon sticks"
730,indian,157,"ginger, oil, water, salt, onions, curry leaves, green peas, mustard seeds, semolina, green chilies"
731,indian,10614,"water, ground cardamom, rose essence, dry coconut, sugar, khoa"
732,indian,48968,"clove, water, white rice, tiger prawn, chicken bouillon, ground black pepper, salt, garlic paste, garam masala, cardamom seeds, plain yogurt, vegetable oil, cinnamon sticks"
733,indian,23805,"clove, boiled eggs, bay leaves, salt, whole chicken, clarified butter, ground cumin, garlic paste, coriander powder, cinnamon, rice, rice flour, allspice, red chili powder, papaya, chili powder, tamarind paste, oil, cumin, food colouring, vinegar, cracked black pepper, brown cardamom, onions, kewra essence"
734,indian,47984,"asafoetida, coriander seeds, oil, tomatoes, minced garlic, salt, ground turmeric, red chili powder, water, cumin seed, red chili peppers, arhar, onions"
735,indian,36435,"fennel seeds, kosher salt, rice, chillies, asafoetida, golden raisins, cumin seed, ground turmeric, sugar, vegetable oil, black mustard seeds, curry leaves, coconut, roasted peanuts, cashew nuts"
736,indian,43302,"oil, water, atta, ghee, salt"
737,indian,16004,"spinach, vegetable oil, black mustard seeds, coriander seeds, large garlic cloves, serrano chile, plain yogurt, coarse salt, onions, lobster, gingerroot"
738,indian,321,"tumeric, fresh coriander, garam masala, vegetable oil, cumin seed, grated coconut, lime, brown mustard seeds, light coconut milk, basmati rice, red chili peppers, water, ground black pepper, sea salt, onions, fresh curry leaves, fresh ginger, chili powder, garlic, fish"
739,indian,32538,"romaine lettuce, honey, peeled fresh ginger, chopped cilantro fresh, lime juice, cooking spray, chopped fresh mint, pepper, peanuts, salt, chicken, water, potatoes, dark sesame oil"
740,indian,48019,"fresh curry leaves, split black lentils, salt, dried red chile peppers, fresh ginger root, ravva, mustard seeds, ghee, tomatoes, bengal gram, chile pepper, asafoetida powder, cashew nuts, water, cooking oil, chopped onion, fresh lime juice"
741,indian,23745,"chicken broth, potatoes, rice, cauliflower, olive oil, garlic, tumeric, chicken breasts, onions, curry powder, ginger, cumin"
742,indian,30808,"granulated sugar, ice, water, ground cardamom, fine salt, mango, lime juice, plain whole-milk yogurt"
743,indian,17282,"lemon, greek style plain yogurt, naan, yellow heirloom tomatoes, garlic, chaat masala, mixed spice, purple onion, paneer cheese, spinach, ginger, cucumber"
744,indian,5124,"tumeric, skinless chicken breasts, curry paste, butter, cinnamon sticks, coriander, sliced almonds, cardamom pods, onions, chicken stock, raisins, bay leaf, basmati rice"
745,indian,4200,"curry leaves, salt, masala, coconut oil, ghee, eggs, mustard seeds, chicken, coconut, onions"
746,indian,23266,"neutral oil, bay leaves, ginger, medium shrimp, unsalted butter, mint sprigs, yellow onion, basmati rice, green cardamom pods, whole cloves, cilantro, cinnamon sticks, ground turmeric, black peppercorns, large garlic cloves, salt, serrano chile"
747,indian,35580,"flour, curds, tumeric, chili powder, mustard, seeds, oil, water, salt"
748,indian,28683,"yoghurt, nigella seeds, water, salt, melted butter, vegetable oil, dry yeast, all-purpose flour"
749,indian,48034,"warm water, cilantro leaves, onions, eggs, capsicum, oil, pepper, green chilies, tumeric, salt, wheat flour"
750,indian,15587,"ground cloves, vegetable oil, ground cardamom, tumeric, shallots, fenugreek seeds, ground cumin, fresh curry leaves, grated nutmeg, onions, hot red pepper flakes, brown mustard seeds, garlic cloves"
751,indian,12269,"ketchup, ground pepper, chickpeas, curry powder, coarse salt, cinnamon sticks, ground cloves, lemon wedge, garlic cloves, olive oil, yellow onion, chopped cilantro"
752,indian,23621,"fennel seeds, garlic, onions, fresh ginger, cumin seed, fresh chile, lite coconut milk, salt, chopped cilantro fresh, asparagus, chicken fingers, canola oil"
753,indian,47683,"tomatoes, mace, chili powder, cardamom seeds, onions, fresh coriander, coriander powder, ginger, bay leaf, ground cumin, black peppercorns, vegetables, cinnamon, salt, ground turmeric, clove, water, yoghurt, star anise, chicken pieces"
754,indian,29468,"shell-on shrimp, garlic cloves, ground turmeric, fresh curry leaves, ginger, onions, coconut, ground coriander, serrano chile, tomatoes, vegetable oil, mustard seeds, ground cumin"
755,indian,3874,"fat free less sodium chicken broth, finely chopped onion, yellow split peas, ghee, fresh ginger, salt, carrots, minced garlic, jalapeno chilies, ground coriander, ground turmeric, water, brown mustard seeds, cumin seed"
756,indian,28819,"tomatoes, garam masala, green chilies, frozen peas, garlic paste, potatoes, onions, red chili powder, coriander powder, cumin seed, ground turmeric, cauliflower, water, vegetable oil, coriander"
757,indian,38502,"chili powder, coriander, garam masala, salt, tumeric, vegetable oil, cumin, prawns, sauce"
758,indian,9108,"green cardamom pods, kosher salt, tamarind pulp, dark brown sugar, arbol chile, coconut oil, minced ginger, whole cloves, garlic cloves, pork butt, black peppercorns, cider vinegar, roma tomatoes, cumin seed, chopped cilantro, white onion, cayenne, paprika, cinnamon sticks, cashew nuts"
759,indian,46635,"fresh ginger, paprika, garlic cloves, fresh lemon, ground coriander, ground turmeric, jalapeno chilies, salt, chopped cilantro fresh, vegetable oil, catfish"
760,indian,24216,"garam masala, green chilies, clove, red food coloring, onions, lime, salt, chicken, ginger, low-fat yogurt"
761,indian,18724,"salmon fillets, ground mustard, mustard seeds, salt, cumin seed, fennel seeds, cayenne pepper, mustard oil, cayenne, green chilies, ground turmeric"
762,indian,39171,"whole milk, clarified butter, ground cinnamon, salt, jaggery, sliced almonds, ground cardamom, raisins, long grain white rice"
763,indian,35205,"curry powder, large garlic cloves, cashew nuts, ground cumin, unsalted butter, salt, plain whole-milk yogurt, cayenne, diced tomatoes, chopped cilantro fresh, peeled fresh ginger, onions, chicken"
764,indian,36290,"plain yogurt, vegetable oil, coconut, red chili peppers, black mustard seeds"
765,indian,34080,"fennel seeds, dried chickpeas, fresh lemon juice, plain yogurt, cumin seed, chopped fresh mint, aleppo pepper, peanut oil, mustard seeds, salt, scallions, chopped cilantro fresh"
766,indian,18044,"clove, cardamom pods, vegetable oil, cinnamon sticks, milk, long-grain rice, saffron threads, salt"
767,indian,7024,"olive oil, rice, coriander, garlic paste, hot chili powder, onions, ginger paste, yoghurt, coconut cream, masala, pepper, passata, chicken thighs"
